,med,med,med,med,med,med,med,med,med,med,med,med,med,params,params,params,params,params,params,params,game,game,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,med_freqs,agents,agents,agents,net,net,net,net,meta,meds,ws,ts
,NO_MED,GOOD_MED,BAD_MED,RANDOM_MED,FAIR_MED,GOOD_MED_X,BAD_MED_X,RANDOM_MED_X,FAIR_MED_X,GOOD_MED_LOCAL,BAD_MED_LOCAL,RANDOM_MED_LOCAL,FAIR_MED_LOCAL,W1,W2,N,episode_n,beta,k,endOnStratConverge,t,s,NO_MED,GOOD_MED,BAD_MED,RANDOM_MED,FAIR_MED,GOOD_MED_X,BAD_MED_X,RANDOM_MED_X,FAIR_MED_X,GOOD_MED_LOCAL,BAD_MED_LOCAL,RANDOM_MED_LOCAL,FAIR_MED_LOCAL,coop_freq,payoff_mean,payoff_var,heterogeneity,k_max,rewire_n,stop_n,timestamp,,,
6463,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.026,0.0,0.0,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,125.536,125.536,75,74220,805000,jul-23-2021_0339,"('NO_MED', 'GOOD_MED_X')","(2.0, 0.1)","(-1.0, 2.0)"
6464,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872,26.432,173.517,112.036,71,62722,999999,jul-23-2021_0339,"('NO_MED', 'GOOD_MED_X')","(2.0, 0.5)","(-1.0, 2.0)"
6465,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,294.736,294.736,106,16182,205000,jul-23-2021_0340,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.0)","(-1.0, 2.0)"
6466,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.858,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,283.028,283.028,118,15463,250000,jul-23-2021_0340,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.01)","(-1.0, 2.0)"
6467,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.412,0.0,0.0,0.0,0.0,0.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,261.728,261.728,101,28791,390000,jul-23-2021_0340,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.03)","(-1.0, 2.0)"
6468,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.356,0.0,0.0,0.0,0.0,0.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,244.12,244.12,115,25707,335000,jul-23-2021_0340,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.1)","(-1.0, 2.0)"
6469,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.046,0.0,0.0,0.0,0.0,0.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,178.304,178.304,72,19331,295000,jul-23-2021_0340,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.5)","(-1.0, 2.0)"
6470,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476,28.492,621.318,1084.008,179,8521,999999,jul-23-2021_0340,"('NO_MED', 'GOOD_MED_X')","(inf, 0.0)","(-1.0, 2.0)"
6471,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.528,0.0,0.0,0.0,0.0,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,29.532,752.149,846.096,114,7926,999999,jul-23-2021_0341,"('NO_MED', 'GOOD_MED_X')","(inf, 0.01)","(-1.0, 2.0)"
6472,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.03,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,29.46,841.62,958.564,112,8713,999999,jul-23-2021_0341,"('NO_MED', 'GOOD_MED_X')","(inf, 0.03)","(-1.0, 2.0)"
6473,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.1,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482,29.27,807.225,958.64,99,9075,999999,jul-23-2021_0342,"('NO_MED', 'GOOD_MED_X')","(inf, 0.1)","(-1.0, 2.0)"
6474,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.864,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516,29.514,754.398,847.612,97,8132,999999,jul-23-2021_0342,"('NO_MED', 'GOOD_MED_X')","(inf, 0.5)","(-1.0, 2.0)"
6475,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.424,89,15293,70000,jul-23-2021_0342,"('NO_MED', 'GOOD_MED_X')","(0.5, 0.0)","(-1.0, 2.0)"
6476,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.806,0.0,0.0,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.292,134,46055,205000,jul-23-2021_0342,"('NO_MED', 'GOOD_MED_X')","(0.5, 0.01)","(-1.0, 2.0)"
6477,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.888,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.724,103,23792,95000,jul-23-2021_0342,"('NO_MED', 'GOOD_MED_X')","(0.5, 0.03)","(-1.0, 2.0)"
6478,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,10.788,247.283,116.892,68,155827,999999,jul-23-2021_0343,"('NO_MED', 'GOOD_MED_X')","(0.5, 0.1)","(-1.0, 2.0)"
6479,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.204,76,21876,130000,jul-23-2021_0343,"('NO_MED', 'GOOD_MED_X')","(0.5, 0.5)","(-1.0, 2.0)"
6480,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.276,163,53180,200000,jul-23-2021_0343,"('NO_MED', 'GOOD_MED_X')","(1.0, 0.0)","(-1.0, 2.0)"
6481,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.856,0.0,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.256,133,41459,120000,jul-23-2021_0343,"('NO_MED', 'GOOD_MED_X')","(1.0, 0.01)","(-1.0, 2.0)"
6482,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,18.37,260.941,103.8,69,183435,999999,jul-23-2021_0343,"('NO_MED', 'GOOD_MED_X')","(1.0, 0.03)","(-1.0, 2.0)"
6483,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726,21.694,251.844,87.816,57,139040,999999,jul-23-2021_0344,"('NO_MED', 'GOOD_MED_X')","(1.0, 0.1)","(-1.0, 2.0)"
6484,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.812,131,115109,635000,jul-23-2021_0344,"('NO_MED', 'GOOD_MED_X')","(1.0, 0.5)","(-1.0, 2.0)"
6485,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,607.82,607.82,122,41083,775000,jul-23-2021_0345,"('NO_MED', 'GOOD_MED_X')","(2.0, 0.0)","(-1.0, 2.0)"
6486,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.022,0.0,0.0,0.0,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992,29.992,228.116,227.644,91,102498,999999,jul-23-2021_0345,"('NO_MED', 'GOOD_MED_X')","(2.0, 0.01)","(-1.0, 2.0)"
6487,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.39,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,214.44,214.44,101,52216,770000,jul-23-2021_0345,"('NO_MED', 'GOOD_MED_X')","(2.0, 0.03)","(-1.0, 2.0)"
6488,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,127.332,127.332,63,83699,650000,jul-23-2021_0346,"('NO_MED', 'GOOD_MED_X')","(2.0, 0.1)","(-1.0, 2.0)"
6489,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.368,131,118184,695000,jul-23-2021_0346,"('NO_MED', 'GOOD_MED_X')","(2.0, 0.5)","(-1.0, 2.0)"
6490,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,689.808,689.808,166,36130,300000,jul-23-2021_0346,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.0)","(-1.0, 2.0)"
6491,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,304.228,304.228,107,67257,660000,jul-23-2021_0347,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.01)","(-1.0, 2.0)"
6492,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.566,0.0,0.0,0.0,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,269.676,269.676,94,23841,325000,jul-23-2021_0347,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.03)","(-1.0, 2.0)"
6493,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.622,0.0,0.0,0.0,0.0,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,213.148,213.148,97,14093,145000,jul-23-2021_0347,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.1)","(-1.0, 2.0)"
6494,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,228.984,228.984,93,15654,275000,jul-23-2021_0347,"('NO_MED', 'GOOD_MED_X')","(3.0, 0.5)","(-1.0, 2.0)"
6495,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448,28.442,689.215,1124.836,150,9322,999999,jul-23-2021_0347,"('NO_MED', 'GOOD_MED_X')","(inf, 0.0)","(-1.0, 2.0)"
6496,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.704,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,29.522,746.13,840.836,120,7880,999999,jul-23-2021_0348,"('NO_MED', 'GOOD_MED_X')","(inf, 0.01)","(-1.0, 2.0)"
6497,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.904,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,29.452,907.176,1037.56,122,8948,999999,jul-23-2021_0348,"('NO_MED', 'GOOD_MED_X')","(inf, 0.03)","(-1.0, 2.0)"
6498,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.1,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,29.38,835.604,974.1,123,8876,999999,jul-23-2021_0348,"('NO_MED', 'GOOD_MED_X')","(inf, 0.1)","(-1.0, 2.0)"
6499,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,29.346,779.678,909.684,102,8530,999999,jul-23-2021_0349,"('NO_MED', 'GOOD_MED_X')","(inf, 0.5)","(-1.0, 2.0)"
6500,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.636,105,25797,120000,jul-23-2021_0349,"('NO_MED', 'BAD_MED_X')","(0.5, 0.0)","(-1.0, 2.0)"
6501,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.868,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.82,105,32282,115000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(0.5, 0.01)","(-1.0, 2.0)"
6502,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.71,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.604,105,36047,140000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(0.5, 0.03)","(-1.0, 2.0)"
6503,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.782,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.256,71,17241,85000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(0.5, 0.1)","(-1.0, 2.0)"
6504,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.34,57,15142,95000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(0.5, 0.5)","(-1.0, 2.0)"
6505,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.956,130,39423,135000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(1.0, 0.0)","(-1.0, 2.0)"
6506,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.866,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.388,116,37985,115000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(1.0, 0.01)","(-1.0, 2.0)"
6507,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.426,0.0,0.0,0.0,0.0,0.0,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.88,106,52772,165000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(1.0, 0.03)","(-1.0, 2.0)"
6508,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.422,0.0,0.0,0.0,0.0,0.0,0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.208,87,47470,135000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(1.0, 0.1)","(-1.0, 2.0)"
6509,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.352,0.0,0.0,0.0,0.0,0.0,0.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.064,78,42149,200000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(1.0, 0.5)","(-1.0, 2.0)"
6510,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.44,140,82147,285000,jul-23-2021_0350,"('NO_MED', 'BAD_MED_X')","(2.0, 0.0)","(-1.0, 2.0)"
6511,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.108,0.0,0.0,0.0,0.0,0.0,0.892,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,157.188,57,492060,999999,jul-23-2021_0352,"('NO_MED', 'BAD_MED_X')","(2.0, 0.01)","(-1.0, 2.0)"
6512,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.078,0.0,0.0,0.0,0.0,0.0,0.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.872,65,92775,325000,jul-23-2021_0352,"('NO_MED', 'BAD_MED_X')","(2.0, 0.03)","(-1.0, 2.0)"
6513,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.16,57,110812,265000,jul-23-2021_0352,"('NO_MED', 'BAD_MED_X')","(2.0, 0.1)","(-1.0, 2.0)"
6514,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6,55,96858,355000,jul-23-2021_0352,"('NO_MED', 'BAD_MED_X')","(2.0, 0.5)","(-1.0, 2.0)"
6515,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724.02,139,142815,685000,jul-23-2021_0353,"('NO_MED', 'BAD_MED_X')","(3.0, 0.0)","(-1.0, 2.0)"
6516,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.018,0.0,0.0,0.0,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.628,56,279693,875000,jul-23-2021_0354,"('NO_MED', 'BAD_MED_X')","(3.0, 0.01)","(-1.0, 2.0)"
6517,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.52,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,143.852,143.852,71,11890,265000,jul-23-2021_0354,"('NO_MED', 'BAD_MED_X')","(3.0, 0.03)","(-1.0, 2.0)"
6518,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.46,51,183506,640000,jul-23-2021_0354,"('NO_MED', 'BAD_MED_X')","(3.0, 0.1)","(-1.0, 2.0)"
6519,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.584,53,175099,910000,jul-23-2021_0355,"('NO_MED', 'BAD_MED_X')","(3.0, 0.5)","(-1.0, 2.0)"
6520,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,500,1000000,0.005,30,True,-1.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.498,27.348,576.607,738.116,101,47393,999999,jul-23-2021_0355,"('NO_MED', 'BAD_MED_X')","(inf, 0.0)","(-1.0, 2.0)"
6521,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.01,500,1000000,0.005,30,True,-1.0,2.0,0.968,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.498,29.124,727.929,920.676,121,32632,999999,jul-23-2021_0355,"('NO_MED', 'BAD_MED_X')","(inf, 0.01)","(-1.0, 2.0)"
6522,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.03,500,1000000,0.005,30,True,-1.0,2.0,0.998,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.496,29.374,801.214,938.352,122,17948,999999,jul-23-2021_0356,"('NO_MED', 'BAD_MED_X')","(inf, 0.03)","(-1.0, 2.0)"
6523,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.1,500,1000000,0.005,30,True,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,29.346,897.29,1045.488,105,12969,999999,jul-23-2021_0356,"('NO_MED', 'BAD_MED_X')","(inf, 0.1)","(-1.0, 2.0)"
6524,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.5,500,1000000,0.005,30,True,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,28.606,573.827,815.284,95,18091,999999,jul-23-2021_0357,"('NO_MED', 'BAD_MED_X')","(inf, 0.5)","(-1.0, 2.0)"
